date,hour,home_team,away_team,score,home_goals,away_goals,datetime,odds_1,result,over_under_25,odds_over_under_25,goal_no_goal,odds_goal_no_goal
31-03-2025,18:40:00,Italia,Serbia,3-1,3,1,2025-03-31 18:40:00,214,1,"Over 2,5 Goal",251,GG,225
31-03-2025,18:35:00,Inghilterra,Serbia,3-1,3,1,2025-03-31 18:35:00,211,1,"Over 2,5 Goal",247,GG,220
31-03-2025,18:30:00,Messico,Svizzera,0-2,0,2,2025-03-31 18:30:00,227,2,"Under 2,5 Goal",130,NG,138
31-03-2025,18:25:00,Italia,Nigeria,0-1,0,1,2025-03-31 18:25:00,281,2,"Under 2,5 Goal",129,NG,139
31-03-2025,18:20:00,Messico,Olanda,0-0,0,0,2025-03-31 18:20:00,316,X,"Under 2,5 Goal",128,NG,137
31-03-2025,18:15:00,Italia,Svizzera,0-1,0,1,2025-03-31 18:15:00,240,2,"Under 2,5 Goal",130,NG,138
31-03-2025,18:10:00,Inghilterra,Olanda,1-0,1,0,2025-03-31 18:10:00,232,1,"Under 2,5 Goal",130,NG,138
31-03-2025,18:05:00,Francia,Turchia,1-0,1,0,2025-03-31 18:05:00,218,1,"Under 2,5 Goal",129,NG,137
31-03-2025,18:00:00,Belgio,Spagna,0-1,0,1,2025-03-31 18:00:00,199,2,"Under 2,5 Goal",129,NG,139
31-03-2025,17:55:00,Brasile,Italia,1-1,1,1,2025-03-31 17:55:00,326,X,"Under 2,5 Goal",130,GG,222
31-03-2025,17:50:00,Brasile,Portogallo,1-1,1,1,2025-03-31 17:50:00,327,X,"Under 2,5 Goal",130,GG,222
31-03-2025,17:45:00,Argentina,Uruguay,0-0,0,0,2025-03-31 17:45:00,324,X,"Under 2,5 Goal",130,NG,138
31-03-2025,17:40:00,Germania,Spagna,0-0,0,0,2025-03-31 17:40:00,327,X,"Under 2,5 Goal",130,NG,138
31-03-2025,17:35:00,Nigeria,Uruguay,0-0,0,0,2025-03-31 17:35:00,306,X,"Under 2,5 Goal",129,NG,139
31-03-2025,17:30:00,Portogallo,Serbia,1-0,1,0,2025-03-31 17:30:00,213,1,"Under 2,5 Goal",128,NG,137
31-03-2025,17:25:00,Olanda,Svizzera,1-2,1,2,2025-03-31 17:25:00,250,2,"Over 2,5 Goal",251,GG,225
31-03-2025,17:20:00,Colombia,Italia,4-0,4,0,2025-03-31 17:20:00,347,1,"Over 2,5 Goal",241,NG,140
31-03-2025,17:15:00,Argentina,Olanda,0-2,0,2,2025-03-31 17:15:00,223,2,"Under 2,5 Goal",130,NG,138
31-03-2025,17:10:00,Brasile,Francia,1-0,1,0,2025-03-31 17:10:00,222,1,"Under 2,5 Goal",130,NG,138
31-03-2025,17:05:00,Italia,Uruguay,3-0,3,0,2025-03-31 17:05:00,236,1,"Over 2,5 Goal",247,NG,138
31-03-2025,17:00:00,Spagna,Turchia,0-0,0,0,2025-03-31 17:00:00,311,X,"Under 2,5 Goal",130,NG,139
31-03-2025,16:55:00,Francia,Spagna,1-1,1,1,2025-03-31 16:55:00,318,X,"Under 2,5 Goal",129,GG,225
31-03-2025,16:50:00,Danimarca,Olanda,1-3,1,3,2025-03-31 16:50:00,223,2,"Over 2,5 Goal",247,GG,221
31-03-2025,16:45:00,Italia,Portogallo,0-2,0,2,2025-03-31 16:45:00,228,2,"Under 2,5 Goal",130,NG,138
31-03-2025,16:40:00,Germania,Messico,1-2,1,2,2025-03-31 16:40:00,252,2,"Over 2,5 Goal",251,GG,225
31-03-2025,16:34:00,Croazia,Inghilterra,2-0,2,0,2025-03-31 16:34:00,233,1,"Under 2,5 Goal",130,NG,138
31-03-2025,16:28:00,Colombia,Spagna,3-0,3,0,2025-03-31 16:28:00,361,1,"Over 2,5 Goal",241,NG,140
31-03-2025,16:22:00,Cile,Olanda,1-1,1,1,2025-03-31 16:22:00,320,X,"Under 2,5 Goal",129,GG,226
31-03-2025,16:16:00,Brasile,Nigeria,1-0,1,0,2025-03-31 16:16:00,200,1,"Under 2,5 Goal",129,NG,139
31-03-2025,16:10:00,Belgio,Uruguay,0-1,0,1,2025-03-31 16:10:00,201,2,"Under 2,5 Goal",129,NG,139
31-03-2025,16:04:00,Argentina,Italia,3-0,3,0,2025-03-31 16:04:00,230,1,"Over 2,5 Goal",246,NG,138
31-03-2025,15:58:00,Portogallo,Svizzera,1-1,1,1,2025-03-31 15:58:00,320,X,"Under 2,5 Goal",129,GG,221
31-03-2025,15:52:00,Olanda,Portogallo,1-1,1,1,2025-03-31 15:52:00,324,X,"Under 2,5 Goal",130,GG,222
31-03-2025,15:46:00,Messico,Spagna,0-0,0,0,2025-03-31 15:46:00,315,X,"Under 2,5 Goal",128,NG,137
31-03-2025,15:40:00,Italia,Turchia,1-1,1,1,2025-03-31 15:40:00,314,X,"Under 2,5 Goal",128,GG,225
31-03-2025,15:34:00,Inghilterra,Messico,2-1,2,1,2025-03-31 15:34:00,217,1,"Over 2,5 Goal",251,GG,225
31-03-2025,15:28:00,Francia,Olanda,0-1,0,1,2025-03-31 15:28:00,219,2,"Under 2,5 Goal",129,NG,136
31-03-2025,15:22:00,Danimarca,Germania,2-1,2,1,2025-03-31 15:22:00,239,1,"Over 2,5 Goal",247,GG,221
31-03-2025,15:16:00,Croazia,Spagna,2-2,2,2,2025-03-31 15:16:00,323,X,"Over 2,5 Goal",247,GG,221
31-03-2025,15:10:00,Cile,Francia,1-2,1,2,2025-03-31 15:10:00,231,2,"Over 2,5 Goal",246,GG,222
31-03-2025,15:04:00,Belgio,Colombia,1-1,1,1,2025-03-31 15:04:00,306,X,"Under 2,5 Goal",129,GG,219
31-03-2025,14:58:00,Argentina,Brasile,2-1,2,1,2025-03-31 14:58:00,234,1,"Over 2,5 Goal",247,GG,222
31-03-2025,14:52:00,Olanda,Spagna,0-1,0,1,2025-03-31 14:52:00,229,2,"Under 2,5 Goal",130,NG,138
31-03-2025,14:46:00,Nigeria,Svizzera,1-1,1,1,2025-03-31 14:46:00,311,X,"Under 2,5 Goal",130,GG,220
31-03-2025,14:40:00,Croazia,Turchia,0-1,0,1,2025-03-31 14:40:00,258,2,"Under 2,5 Goal",128,NG,137
31-03-2025,14:34:00,Messico,Uruguay,1-0,1,0,2025-03-31 14:34:00,251,1,"Under 2,5 Goal",128,NG,137
31-03-2025,14:28:00,Portogallo,Spagna,2-1,2,1,2025-03-31 14:28:00,237,1,"Over 2,5 Goal",247,GG,221
31-03-2025,14:22:00,Svizzera,Uruguay,0-1,0,1,2025-03-31 14:22:00,218,2,"Under 2,5 Goal",129,NG,137
31-03-2025,14:16:00,Inghilterra,Italia,2-1,2,1,2025-03-31 14:16:00,226,1,"Over 2,5 Goal",247,GG,222
31-03-2025,14:10:00,Danimarca,Serbia,1-3,1,3,2025-03-31 14:10:00,253,2,"Over 2,5 Goal",251,GG,225
31-03-2025,14:04:00,Spagna,Uruguay,0-1,0,1,2025-03-31 14:04:00,232,2,"Under 2,5 Goal",130,NG,138
31-03-2025,13:58:00,Serbia,Svizzera,1-3,1,3,2025-03-31 13:58:00,221,2,"Over 2,5 Goal",251,GG,226
31-03-2025,13:52:00,Portogallo,Uruguay,2-1,2,1,2025-03-31 13:52:00,233,1,"Over 2,5 Goal",247,GG,222
31-03-2025,13:46:00,Olanda,Serbia,2-1,2,1,2025-03-31 13:46:00,209,1,"Over 2,5 Goal",247,GG,220
31-03-2025,13:40:00,Nigeria,Olanda,1-0,1,0,2025-03-31 13:40:00,292,1,"Under 2,5 Goal",129,NG,139
31-03-2025,13:34:00,Messico,Turchia,0-1,0,1,2025-03-31 13:34:00,241,2,"Under 2,5 Goal",130,NG,138
31-03-2025,13:28:00,Francia,Svizzera,0-0,0,0,2025-03-31 13:28:00,326,X,"Under 2,5 Goal",130,NG,138
31-03-2025,13:22:00,Colombia,Turchia,1-1,1,1,2025-03-31 13:22:00,303,X,"Under 2,5 Goal",128,GG,221
31-03-2025,13:16:00,Cile,Turchia,0-0,0,0,2025-03-31 13:16:00,317,X,"Under 2,5 Goal",128,NG,137
31-03-2025,13:10:00,Inghilterra,Portogallo,0-4,0,4,2025-03-31 13:10:00,232,2,"Over 2,5 Goal",247,NG,138
31-03-2025,13:04:00,Germania,Serbia,1-3,1,3,2025-03-31 13:04:00,264,2,"Over 2,5 Goal",247,GG,220
31-03-2025,12:58:00,Francia,Italia,0-1,0,1,2025-03-31 12:58:00,225,2,"Under 2,5 Goal",130,NG,138
31-03-2025,12:52:00,Danimarca,Francia,3-1,3,1,2025-03-31 12:52:00,226,1,"Over 2,5 Goal",247,GG,222
31-03-2025,12:46:00,Argentina,Germania,0-1,0,1,2025-03-31 12:46:00,224,2,"Under 2,5 Goal",130,NG,138
31-03-2025,12:40:00,Messico,Serbia,1-0,1,0,2025-03-31 12:40:00,223,1,"Under 2,5 Goal",130,NG,138
31-03-2025,12:34:00,Italia,Spagna,0-0,0,0,2025-03-31 12:34:00,322,X,"Under 2,5 Goal",130,NG,138
31-03-2025,12:28:00,Croazia,Olanda,2-1,2,1,2025-03-31 12:28:00,237,1,"Over 2,5 Goal",247,GG,221
31-03-2025,12:22:00,Colombia,Messico,1-0,1,0,2025-03-31 12:22:00,326,1,"Under 2,5 Goal",131,NG,140
31-03-2025,12:16:00,Cile,Inghilterra,1-2,1,2,2025-03-31 12:16:00,223,2,"Over 2,5 Goal",247,GG,221
31-03-2025,12:10:00,Germania,Nigeria,0-0,0,0,2025-03-31 12:10:00,306,X,"Under 2,5 Goal",129,NG,139
31-03-2025,12:04:00,Francia,Inghilterra,2-1,2,1,2025-03-31 12:04:00,242,1,"Over 2,5 Goal",247,GG,221
31-03-2025,11:58:00,Brasile,Spagna,2-1,2,1,2025-03-31 11:58:00,234,1,"Over 2,5 Goal",247,GG,222
31-03-2025,11:52:00,Belgio,Svizzera,0-2,0,2,2025-03-31 11:52:00,210,2,"Under 2,5 Goal",130,NG,139
31-03-2025,11:46:00,Argentina,Turchia,1-2,1,2,2025-03-31 11:46:00,256,2,"Over 2,5 Goal",251,GG,225
31-03-2025,11:40:00,Messico,Portogallo,1-2,1,2,2025-03-31 11:40:00,219,2,"Over 2,5 Goal",251,GG,225
31-03-2025,11:34:00,Italia,Olanda,1-1,1,1,2025-03-31 11:34:00,323,X,"Under 2,5 Goal",130,GG,221
31-03-2025,11:28:00,Inghilterra,Nigeria,0-1,0,1,2025-03-31 11:28:00,288,2,"Under 2,5 Goal",129,NG,139
31-03-2025,11:22:00,Germania,Italia,3-0,3,0,2025-03-31 11:22:00,225,1,"Over 2,5 Goal",247,NG,138
31-03-2025,11:16:00,Cile,Svizzera,0-1,0,1,2025-03-31 11:16:00,235,2,"Under 2,5 Goal",130,NG,138
31-03-2025,11:10:00,Brasile,Uruguay,3-1,3,1,2025-03-31 11:10:00,231,1,"Over 2,5 Goal",246,GG,222
31-03-2025,11:04:00,Colombia,Uruguay,0-1,0,1,2025-03-31 11:04:00,177,2,"Under 2,5 Goal",131,NG,140
31-03-2025,00:55:00,Danimarca,Nigeria,1-3,1,3,2025-03-31 00:55:00,278,2,"Over 2,5 Goal",247,GG,219
31-03-2025,00:50:00,Francia,Germania,1-0,1,0,2025-03-31 00:50:00,245,1,"Under 2,5 Goal",129,NG,136
31-03-2025,00:45:00,Svizzera,Turchia,1-1,1,1,2025-03-31 00:45:00,319,X,"Under 2,5 Goal",129,GG,225
31-03-2025,00:40:00,Messico,Nigeria,3-0,3,0,2025-03-31 00:40:00,210,1,"Over 2,5 Goal",247,NG,139
31-03-2025,00:35:00,Croazia,Danimarca,2-1,2,1,2025-03-31 00:35:00,228,1,"Over 2,5 Goal",247,GG,222
31-03-2025,00:30:00,Italia,Messico,2-0,2,0,2025-03-31 00:30:00,220,1,"Under 2,5 Goal",129,NG,136
31-03-2025,00:25:00,Colombia,Croazia,0-0,0,0,2025-03-31 00:25:00,302,X,"Under 2,5 Goal",131,NG,140
31-03-2025,00:20:00,Germania,Inghilterra,2-1,2,1,2025-03-31 00:20:00,228,1,"Over 2,5 Goal",246,GG,222
31-03-2025,00:15:00,Brasile,Cile,1-0,1,0,2025-03-31 00:15:00,223,1,"Under 2,5 Goal",130,NG,138
31-03-2025,00:10:00,Turchia,Uruguay,2-1,2,1,2025-03-31 00:10:00,264,1,"Over 2,5 Goal",247,GG,220
31-03-2025,00:05:00,Argentina,Belgio,2-1,2,1,2025-03-31 00:05:00,205,1,"Over 2,5 Goal",247,GG,219
30-03-2025,23:55:00,Croazia,Portogallo,0-1,0,1,2025-03-30 23:55:00,229,2,"Under 2,5 Goal",130,NG,138
30-03-2025,23:50:00,Colombia,Serbia,1-0,1,0,2025-03-30 23:50:00,312,1,"Under 2,5 Goal",128,NG,138
30-03-2025,23:45:00,Cile,Germania,2-1,2,1,2025-03-30 23:45:00,242,1,"Over 2,5 Goal",247,GG,221
30-03-2025,23:40:00,Cile,Nigeria,3-1,3,1,2025-03-30 23:40:00,205,1,"Over 2,5 Goal",247,GG,219
30-03-2025,23:35:00,Brasile,Serbia,1-2,1,2,2025-03-30 23:35:00,261,2,"Over 2,5 Goal",247,GG,220
30-03-2025,23:30:00,Argentina,Svizzera,1-2,1,2,2025-03-30 23:30:00,239,2,"Over 2,5 Goal",247,GG,221
30-03-2025,23:25:00,Belgio,Olanda,2-2,2,2,2025-03-30 23:25:00,306,X,"Over 2,5 Goal",248,GG,219
30-03-2025,23:20:00,Serbia,Uruguay,2-0,2,0,2025-03-30 23:20:00,263,1,"Under 2,5 Goal",130,NG,139
30-03-2025,23:15:00,Colombia,Svizzera,0-1,0,1,2025-03-30 23:15:00,184,2,"Under 2,5 Goal",131,NG,140
30-03-2025,23:10:00,Brasile,Messico,1-0,1,0,2025-03-30 23:10:00,218,1,"Under 2,5 Goal",129,NG,137
30-03-2025,23:05:00,Belgio,Croazia,1-0,1,0,2025-03-30 23:05:00,278,1,"Under 2,5 Goal",129,NG,139
30-03-2025,23:00:00,Francia,Nigeria,0-3,0,3,2025-03-30 23:00:00,272,2,"Over 2,5 Goal",247,NG,139
30-03-2025,22:55:00,Olanda,Uruguay,0-1,0,1,2025-03-30 22:55:00,231,2,"Under 2,5 Goal",130,NG,138
30-03-2025,22:50:00,Argentina,Spagna,2-0,2,0,2025-03-30 22:50:00,240,1,"Under 2,5 Goal",130,NG,138
30-03-2025,22:45:00,Croazia,Serbia,0-0,0,0,2025-03-30 22:45:00,314,X,"Under 2,5 Goal",128,NG,137
30-03-2025,22:40:00,Danimarca,Turchia,1-1,1,1,2025-03-30 22:40:00,315,X,"Under 2,5 Goal",128,GG,225
30-03-2025,22:35:00,Cile,Portogallo,1-1,1,1,2025-03-30 22:35:00,324,X,"Under 2,5 Goal",130,GG,221
30-03-2025,22:30:00,Brasile,Colombia,0-0,0,0,2025-03-30 22:30:00,302,X,"Under 2,5 Goal",131,NG,140
30-03-2025,22:25:00,Belgio,Portogallo,0-0,0,0,2025-03-30 22:25:00,308,X,"Under 2,5 Goal",129,NG,139
30-03-2025,22:20:00,Argentina,Nigeria,1-2,1,2,2025-03-30 22:20:00,280,2,"Over 2,5 Goal",248,GG,219
30-03-2025,22:15:00,Francia,Messico,1-1,1,1,2025-03-30 22:15:00,324,X,"Under 2,5 Goal",130,GG,222
30-03-2025,22:10:00,Inghilterra,Uruguay,2-2,2,2,2025-03-30 22:10:00,328,X,"Over 2,5 Goal",246,GG,222
30-03-2025,22:05:00,Croazia,Italia,2-0,2,0,2025-03-30 22:05:00,229,1,"Under 2,5 Goal",130,NG,138
30-03-2025,22:00:00,Colombia,Nigeria,0-1,0,1,2025-03-30 22:00:00,201,2,"Under 2,5 Goal",129,NG,139
30-03-2025,21:55:00,Serbia,Spagna,1-1,1,1,2025-03-30 21:55:00,311,X,"Under 2,5 Goal",130,GG,220
30-03-2025,21:50:00,Olanda,Turchia,0-2,0,2,2025-03-30 21:50:00,267,2,"Under 2,5 Goal",130,NG,139
30-03-2025,21:45:00,Germania,Svizzera,2-0,2,0,2025-03-30 21:45:00,218,1,"Under 2,5 Goal",129,NG,137
30-03-2025,21:40:00,Francia,Serbia,1-2,1,2,2025-03-30 21:40:00,247,2,"Over 2,5 Goal",251,GG,225
30-03-2025,21:35:00,Belgio,Italia,1-2,1,2,2025-03-30 21:35:00,204,2,"Over 2,5 Goal",247,GG,219
30-03-2025,21:30:00,Colombia,Francia,0-1,0,1,2025-03-30 21:30:00,183,2,"Under 2,5 Goal",131,NG,140
30-03-2025,21:25:00,Danimarca,Portogallo,0-1,0,1,2025-03-30 21:25:00,227,2,"Under 2,5 Goal",130,NG,138
30-03-2025,21:20:00,Brasile,Germania,1-0,1,0,2025-03-30 21:20:00,232,1,"Under 2,5 Goal",130,NG,138
30-03-2025,21:15:00,Argentina,Croazia,0-1,0,1,2025-03-30 21:15:00,228,2,"Under 2,5 Goal",130,NG,138
30-03-2025,21:10:00,Nigeria,Turchia,0-1,0,1,2025-03-30 21:10:00,217,2,"Under 2,5 Goal",128,NG,137
30-03-2025,21:05:00,Croazia,Francia,2-1,2,1,2025-03-30 21:05:00,224,1,"Over 2,5 Goal",247,GG,221
30-03-2025,21:00:00,Colombia,Danimarca,0-2,0,2,2025-03-30 21:00:00,180,2,"Under 2,5 Goal",131,NG,140
30-03-2025,20:55:00,Nigeria,Spagna,1-2,1,2,2025-03-30 20:55:00,197,2,"Over 2,5 Goal",248,GG,219
30-03-2025,20:50:00,Brasile,Olanda,0-3,0,3,2025-03-30 20:50:00,227,2,"Over 2,5 Goal",247,NG,138
30-03-2025,20:45:00,Argentina,Inghilterra,0-3,0,3,2025-03-30 20:45:00,225,2,"Over 2,5 Goal",247,NG,138
30-03-2025,20:40:00,Nigeria,Portogallo,0-1,0,1,2025-03-30 20:40:00,201,2,"Under 2,5 Goal",129,NG,139
30-03-2025,20:35:00,Inghilterra,Svizzera,1-2,1,2,2025-03-30 20:35:00,246,2,"Over 2,5 Goal",251,GG,225
30-03-2025,20:30:00,Germania,Turchia,1-0,1,0,2025-03-30 20:30:00,209,1,"Under 2,5 Goal",130,NG,139
30-03-2025,20:25:00,Argentina,Francia,2-0,2,0,2025-03-30 20:25:00,225,1,"Under 2,5 Goal",130,NG,138
30-03-2025,20:20:00,Croazia,Germania,2-0,2,0,2025-03-30 20:20:00,235,1,"Under 2,5 Goal",130,NG,138
30-03-2025,20:15:00,Colombia,Inghilterra,0-2,0,2,2025-03-30 20:15:00,177,2,"Under 2,5 Goal",131,NG,140
30-03-2025,20:10:00,Belgio,Brasile,2-1,2,1,2025-03-30 20:10:00,281,1,"Over 2,5 Goal",248,GG,219
30-03-2025,20:05:00,Argentina,Cile,0-4,0,4,2025-03-30 20:05:00,233,2,"Over 2,5 Goal",247,NG,138
30-03-2025,20:00:00,Portogallo,Turchia,1-1,1,1,2025-03-30 20:00:00,313,X,"Under 2,5 Goal",128,GG,224
30-03-2025,19:55:00,Nigeria,Serbia,1-0,1,0,2025-03-30 19:55:00,252,1,"Under 2,5 Goal",128,NG,137
30-03-2025,19:50:00,Inghilterra,Spagna,0-2,0,2,2025-03-30 19:50:00,227,2,"Under 2,5 Goal",130,NG,138
30-03-2025,19:45:00,Germania,Olanda,1-1,1,1,2025-03-30 19:45:00,328,X,"Under 2,5 Goal",130,GG,222
30-03-2025,19:40:00,Francia,Portogallo,0-1,0,1,2025-03-30 19:40:00,223,2,"Under 2,5 Goal",130,NG,138
30-03-2025,19:35:00,Danimarca,Inghilterra,0-1,0,1,2025-03-30 19:35:00,225,2,"Under 2,5 Goal",130,NG,138
30-03-2025,19:30:00,Danimarca,Italia,3-1,3,1,2025-03-30 19:30:00,231,1,"Over 2,5 Goal",246,GG,222
30-03-2025,19:25:00,Argentina,Messico,2-1,2,1,2025-03-30 19:25:00,221,1,"Over 2,5 Goal",251,GG,226
30-03-2025,19:20:00,Cile,Italia,1-0,1,0,2025-03-30 19:20:00,235,1,"Under 2,5 Goal",130,NG,138
30-03-2025,19:15:00,Brasile,Svizzera,0-0,0,0,2025-03-30 19:15:00,319,X,"Under 2,5 Goal",129,NG,136
30-03-2025,19:10:00,Francia,Uruguay,0-1,0,1,2025-03-30 19:10:00,221,2,"Under 2,5 Goal",129,NG,136
30-03-2025,19:05:00,Germania,Portogallo,0-0,0,0,2025-03-30 19:05:00,325,X,"Under 2,5 Goal",130,NG,138
30-03-2025,19:00:00,Inghilterra,Turchia,1-1,1,1,2025-03-30 19:00:00,312,X,"Under 2,5 Goal",130,GG,220
30-03-2025,18:55:00,Spagna,Svizzera,4-0,4,0,2025-03-30 18:55:00,217,1,"Over 2,5 Goal",251,NG,137
30-03-2025,18:50:00,Croazia,Nigeria,0-4,0,4,2025-03-30 18:50:00,282,2,"Over 2,5 Goal",248,NG,139
30-03-2025,18:45:00,Colombia,Olanda,2-2,2,2,2025-03-30 18:45:00,302,X,"Over 2,5 Goal",241,GG,217
30-03-2025,18:40:00,Italia,Serbia,0-1,0,1,2025-03-30 18:40:00,256,2,"Under 2,5 Goal",128,NG,137
30-03-2025,18:35:00,Inghilterra,Serbia,1-3,1,3,2025-03-30 18:35:00,262,2,"Over 2,5 Goal",247,GG,220
30-03-2025,18:30:00,Messico,Svizzera,1-0,1,0,2025-03-30 18:30:00,232,1,"Under 2,5 Goal",130,NG,138
30-03-2025,18:25:00,Italia,Nigeria,3-1,3,1,2025-03-30 18:25:00,202,1,"Over 2,5 Goal",248,GG,219
30-03-2025,18:20:00,Messico,Olanda,1-0,1,0,2025-03-30 18:20:00,253,1,"Under 2,5 Goal",128,NG,137
30-03-2025,18:15:00,Italia,Svizzera,1-0,1,0,2025-03-30 18:15:00,222,1,"Under 2,5 Goal",130,NG,138
30-03-2025,18:10:00,Inghilterra,Olanda,0-1,0,1,2025-03-30 18:10:00,228,2,"Under 2,5 Goal",130,NG,138
30-03-2025,18:05:00,Francia,Turchia,0-1,0,1,2025-03-30 18:05:00,249,2,"Under 2,5 Goal",129,NG,137
30-03-2025,18:00:00,Belgio,Spagna,1-3,1,3,2025-03-30 18:00:00,199,2,"Over 2,5 Goal",248,GG,219
30-03-2025,17:55:00,Brasile,Italia,0-1,0,1,2025-03-30 17:55:00,233,2,"Under 2,5 Goal",130,NG,138
30-03-2025,17:50:00,Brasile,Portogallo,1-1,1,1,2025-03-30 17:50:00,327,X,"Under 2,5 Goal",130,GG,222
30-03-2025,17:45:00,Argentina,Uruguay,2-0,2,0,2025-03-30 17:45:00,237,1,"Under 2,5 Goal",130,NG,138
30-03-2025,17:40:00,Germania,Spagna,0-2,0,2,2025-03-30 17:40:00,228,2,"Under 2,5 Goal",130,NG,138
30-03-2025,17:35:00,Nigeria,Uruguay,0-1,0,1,2025-03-30 17:35:00,199,2,"Under 2,5 Goal",129,NG,139
30-03-2025,17:30:00,Portogallo,Serbia,2-0,2,0,2025-03-30 17:30:00,213,1,"Under 2,5 Goal",128,NG,137
30-03-2025,17:25:00,Olanda,Svizzera,1-2,1,2,2025-03-30 17:25:00,250,2,"Over 2,5 Goal",251,GG,225
30-03-2025,17:20:00,Colombia,Italia,1-2,1,2,2025-03-30 17:20:00,180,2,"Over 2,5 Goal",241,GG,217
30-03-2025,17:15:00,Argentina,Olanda,2-1,2,1,2025-03-30 17:15:00,239,1,"Over 2,5 Goal",247,GG,221
30-03-2025,17:10:00,Brasile,Francia,2-1,2,1,2025-03-30 17:10:00,222,1,"Over 2,5 Goal",247,GG,221
30-03-2025,17:05:00,Italia,Uruguay,2-1,2,1,2025-03-30 17:05:00,236,1,"Over 2,5 Goal",247,GG,222
30-03-2025,17:00:00,Spagna,Turchia,2-0,2,0,2025-03-30 17:00:00,208,1,"Under 2,5 Goal",130,NG,139
30-03-2025,16:55:00,Francia,Spagna,2-0,2,0,2025-03-30 16:55:00,247,1,"Under 2,5 Goal",129,NG,136
30-03-2025,16:50:00,Danimarca,Olanda,3-1,3,1,2025-03-30 16:50:00,240,1,"Over 2,5 Goal",247,GG,221
30-03-2025,16:45:00,Italia,Portogallo,2-0,2,0,2025-03-30 16:45:00,231,1,"Under 2,5 Goal",130,NG,138
30-03-2025,16:40:00,Germania,Messico,0-1,0,1,2025-03-30 16:40:00,252,2,"Under 2,5 Goal",128,NG,137
30-03-2025,16:34:00,Croazia,Inghilterra,0-1,0,1,2025-03-30 16:34:00,227,2,"Under 2,5 Goal",130,NG,138
30-03-2025,16:28:00,Colombia,Spagna,0-2,0,2,2025-03-30 16:28:00,176,2,"Under 2,5 Goal",131,NG,140
30-03-2025,16:22:00,Cile,Olanda,1-2,1,2,2025-03-30 16:22:00,221,2,"Over 2,5 Goal",251,GG,226
30-03-2025,16:16:00,Brasile,Nigeria,0-1,0,1,2025-03-30 16:16:00,286,2,"Under 2,5 Goal",129,NG,139
30-03-2025,16:10:00,Belgio,Uruguay,1-1,1,1,2025-03-30 16:10:00,307,X,"Under 2,5 Goal",129,GG,219
30-03-2025,16:04:00,Argentina,Italia,1-1,1,1,2025-03-30 16:04:00,328,X,"Under 2,5 Goal",130,GG,222
30-03-2025,15:58:00,Portogallo,Svizzera,1-0,1,0,2025-03-30 15:58:00,221,1,"Under 2,5 Goal",129,NG,138
30-03-2025,15:52:00,Olanda,Portogallo,1-2,1,2,2025-03-30 15:52:00,235,2,"Over 2,5 Goal",247,GG,222
30-03-2025,15:46:00,Messico,Spagna,0-3,0,3,2025-03-30 15:46:00,215,2,"Over 2,5 Goal",251,NG,137
30-03-2025,15:40:00,Italia,Turchia,0-4,0,4,2025-03-30 15:40:00,257,2,"Over 2,5 Goal",251,NG,137
30-03-2025,15:34:00,Inghilterra,Messico,0-2,0,2,2025-03-30 15:34:00,250,2,"Under 2,5 Goal",129,NG,137
30-03-2025,15:28:00,Francia,Olanda,0-1,0,1,2025-03-30 15:28:00,219,2,"Under 2,5 Goal",129,NG,136
30-03-2025,15:22:00,Danimarca,Germania,2-0,2,0,2025-03-30 15:22:00,239,1,"Under 2,5 Goal",130,NG,138
30-03-2025,15:16:00,Croazia,Spagna,0-1,0,1,2025-03-30 15:16:00,224,2,"Under 2,5 Goal",130,NG,138
30-03-2025,15:10:00,Cile,Francia,0-0,0,0,2025-03-30 15:10:00,327,X,"Under 2,5 Goal",130,NG,138
30-03-2025,15:04:00,Belgio,Colombia,1-0,1,0,2025-03-30 15:04:00,199,1,"Under 2,5 Goal",129,NG,139
30-03-2025,14:58:00,Argentina,Brasile,2-2,2,2,2025-03-30 14:58:00,325,X,"Over 2,5 Goal",247,GG,222
30-03-2025,14:52:00,Olanda,Spagna,0-1,0,1,2025-03-30 14:52:00,229,2,"Under 2,5 Goal",130,NG,138
30-03-2025,14:46:00,Nigeria,Svizzera,1-1,1,1,2025-03-30 14:46:00,311,X,"Under 2,5 Goal",130,GG,220
30-03-2025,14:40:00,Croazia,Turchia,1-1,1,1,2025-03-30 14:40:00,314,X,"Under 2,5 Goal",128,GG,224
30-03-2025,14:34:00,Messico,Uruguay,1-0,1,0,2025-03-30 14:34:00,251,1,"Under 2,5 Goal",128,NG,137
30-03-2025,14:28:00,Portogallo,Spagna,0-1,0,1,2025-03-30 14:28:00,225,2,"Under 2,5 Goal",130,NG,138
30-03-2025,14:22:00,Svizzera,Uruguay,3-1,3,1,2025-03-30 14:22:00,247,1,"Over 2,5 Goal",251,GG,225
30-03-2025,14:16:00,Inghilterra,Italia,0-2,0,2,2025-03-30 14:16:00,234,2,"Under 2,5 Goal",130,NG,138
30-03-2025,14:10:00,Danimarca,Serbia,1-1,1,1,2025-03-30 14:10:00,316,X,"Under 2,5 Goal",128,GG,225
30-03-2025,14:04:00,Spagna,Uruguay,3-1,3,1,2025-03-30 14:04:00,228,1,"Over 2,5 Goal",247,GG,222
30-03-2025,13:58:00,Serbia,Svizzera,0-0,0,0,2025-03-30 13:58:00,320,X,"Under 2,5 Goal",129,NG,136
