date,hour,home_team,away_team,score,home_goals,away_goals,datetime,odds_1,result,over_under_25,odds_over_under_25,goal_no_goal,odds_goal_no_goal
14-12-2024,19:35:00,Danimarca,Inghilterra,1-3,1,3,2024-12-14 19:35:00,225,2,"Over 2,5 Goal",247,GG,221
14-12-2024,19:30:00,Danimarca,Italia,2-2,2,2,2024-12-14 19:30:00,327,X,"Over 2,5 Goal",246,GG,222
14-12-2024,19:25:00,Argentina,Messico,2-2,2,2,2024-12-14 19:25:00,320,X,"Over 2,5 Goal",251,GG,226
14-12-2024,19:20:00,Cile,Italia,1-0,1,0,2024-12-14 19:20:00,235,1,"Under 2,5 Goal",130,NG,138
14-12-2024,19:15:00,Brasile,Svizzera,0-0,0,0,2024-12-14 19:15:00,319,X,"Under 2,5 Goal",129,NG,136
14-12-2024,19:10:00,Francia,Uruguay,0-0,0,0,2024-12-14 19:10:00,320,X,"Under 2,5 Goal",129,NG,136
14-12-2024,19:05:00,Germania,Portogallo,2-0,2,0,2024-12-14 19:05:00,226,1,"Under 2,5 Goal",130,NG,138
14-12-2024,19:00:00,Inghilterra,Turchia,1-2,1,2,2024-12-14 19:00:00,263,2,"Over 2,5 Goal",247,GG,220
14-12-2024,18:55:00,Spagna,Svizzera,1-0,1,0,2024-12-14 18:55:00,217,1,"Under 2,5 Goal",128,NG,137
14-12-2024,18:50:00,Croazia,Nigeria,1-0,1,0,2024-12-14 18:50:00,201,1,"Under 2,5 Goal",129,NG,139
14-12-2024,18:45:00,Colombia,Olanda,1-2,1,2,2024-12-14 18:45:00,176,2,"Over 2,5 Goal",241,GG,217
14-12-2024,18:40:00,Italia,Serbia,1-3,1,3,2024-12-14 18:40:00,256,2,"Over 2,5 Goal",251,GG,225
14-12-2024,18:35:00,Inghilterra,Serbia,0-2,0,2,2024-12-14 18:35:00,262,2,"Under 2,5 Goal",130,NG,139
14-12-2024,18:30:00,Messico,Svizzera,1-1,1,1,2024-12-14 18:30:00,326,X,"Under 2,5 Goal",130,GG,222
14-12-2024,18:25:00,Italia,Nigeria,1-1,1,1,2024-12-14 18:25:00,307,X,"Under 2,5 Goal",129,GG,219
14-12-2024,18:20:00,Messico,Olanda,0-1,0,1,2024-12-14 18:20:00,215,2,"Under 2,5 Goal",128,NG,137
14-12-2024,18:15:00,Italia,Svizzera,1-2,1,2,2024-12-14 18:15:00,240,2,"Over 2,5 Goal",247,GG,221
14-12-2024,18:10:00,Inghilterra,Olanda,0-1,0,1,2024-12-14 18:10:00,228,2,"Under 2,5 Goal",130,NG,138
14-12-2024,18:05:00,Francia,Turchia,0-3,0,3,2024-12-14 18:05:00,249,2,"Over 2,5 Goal",251,NG,137
14-12-2024,18:00:00,Belgio,Spagna,0-1,0,1,2024-12-14 18:00:00,199,2,"Under 2,5 Goal",129,NG,139
14-12-2024,17:55:00,Brasile,Italia,1-0,1,0,2024-12-14 17:55:00,227,1,"Under 2,5 Goal",130,NG,138
14-12-2024,17:50:00,Brasile,Portogallo,1-1,1,1,2024-12-14 17:50:00,327,X,"Under 2,5 Goal",130,GG,222
14-12-2024,17:45:00,Argentina,Uruguay,3-0,3,0,2024-12-14 17:45:00,237,1,"Over 2,5 Goal",247,NG,138
14-12-2024,17:40:00,Germania,Spagna,0-0,0,0,2024-12-14 17:40:00,327,X,"Under 2,5 Goal",130,NG,138
14-12-2024,17:35:00,Nigeria,Uruguay,2-1,2,1,2024-12-14 17:35:00,289,1,"Over 2,5 Goal",248,GG,219
14-12-2024,17:30:00,Portogallo,Serbia,1-0,1,0,2024-12-14 17:30:00,213,1,"Under 2,5 Goal",128,NG,137
14-12-2024,17:25:00,Olanda,Svizzera,2-1,2,1,2024-12-14 17:25:00,217,1,"Over 2,5 Goal",251,GG,225
14-12-2024,17:20:00,Colombia,Italia,0-4,0,4,2024-12-14 17:20:00,180,2,"Over 2,5 Goal",241,NG,140
14-12-2024,17:15:00,Argentina,Olanda,3-0,3,0,2024-12-14 17:15:00,239,1,"Over 2,5 Goal",247,NG,138
14-12-2024,17:10:00,Brasile,Francia,2-1,2,1,2024-12-14 17:10:00,222,1,"Over 2,5 Goal",247,GG,221
14-12-2024,17:05:00,Italia,Uruguay,0-1,0,1,2024-12-14 17:05:00,225,2,"Under 2,5 Goal",130,NG,138
14-12-2024,17:00:00,Spagna,Turchia,0-0,0,0,2024-12-14 17:00:00,311,X,"Under 2,5 Goal",130,NG,139
14-12-2024,16:55:00,Francia,Spagna,0-1,0,1,2024-12-14 16:55:00,219,2,"Under 2,5 Goal",129,NG,136
14-12-2024,16:50:00,Danimarca,Olanda,0-0,0,0,2024-12-14 16:50:00,322,X,"Under 2,5 Goal",130,NG,138
14-12-2024,16:45:00,Italia,Portogallo,2-1,2,1,2024-12-14 16:45:00,231,1,"Over 2,5 Goal",246,GG,222
14-12-2024,16:40:00,Germania,Messico,3-1,3,1,2024-12-14 16:40:00,216,1,"Over 2,5 Goal",251,GG,225
14-12-2024,16:34:00,Croazia,Inghilterra,0-1,0,1,2024-12-14 16:34:00,227,2,"Under 2,5 Goal",130,NG,138
14-12-2024,16:28:00,Colombia,Spagna,1-3,1,3,2024-12-14 16:28:00,176,2,"Over 2,5 Goal",241,GG,217
14-12-2024,16:22:00,Cile,Olanda,1-1,1,1,2024-12-14 16:22:00,320,X,"Under 2,5 Goal",129,GG,226
14-12-2024,16:16:00,Brasile,Nigeria,2-1,2,1,2024-12-14 16:16:00,200,1,"Over 2,5 Goal",248,GG,219
14-12-2024,16:10:00,Belgio,Uruguay,1-2,1,2,2024-12-14 16:10:00,201,2,"Over 2,5 Goal",248,GG,219
14-12-2024,16:04:00,Argentina,Italia,1-1,1,1,2024-12-14 16:04:00,328,X,"Under 2,5 Goal",130,GG,222
14-12-2024,15:58:00,Portogallo,Svizzera,1-2,1,2,2024-12-14 15:58:00,243,2,"Over 2,5 Goal",247,GG,221
14-12-2024,15:52:00,Olanda,Portogallo,2-1,2,1,2024-12-14 15:52:00,226,1,"Over 2,5 Goal",247,GG,222
14-12-2024,15:46:00,Messico,Spagna,2-1,2,1,2024-12-14 15:46:00,254,1,"Over 2,5 Goal",251,GG,225
14-12-2024,15:40:00,Italia,Turchia,1-1,1,1,2024-12-14 15:40:00,314,X,"Under 2,5 Goal",128,GG,225
14-12-2024,15:34:00,Inghilterra,Messico,1-3,1,3,2024-12-14 15:34:00,250,2,"Over 2,5 Goal",251,GG,225
14-12-2024,15:28:00,Francia,Olanda,0-1,0,1,2024-12-14 15:28:00,219,2,"Under 2,5 Goal",129,NG,136
14-12-2024,15:22:00,Danimarca,Germania,1-1,1,1,2024-12-14 15:22:00,322,X,"Under 2,5 Goal",130,GG,221
14-12-2024,15:16:00,Croazia,Spagna,1-1,1,1,2024-12-14 15:16:00,323,X,"Under 2,5 Goal",130,GG,221
14-12-2024,15:10:00,Cile,Francia,3-1,3,1,2024-12-14 15:10:00,228,1,"Over 2,5 Goal",246,GG,222
14-12-2024,15:04:00,Belgio,Colombia,1-0,1,0,2024-12-14 15:04:00,199,1,"Under 2,5 Goal",129,NG,139
14-12-2024,14:58:00,Argentina,Brasile,0-1,0,1,2024-12-14 14:58:00,226,2,"Under 2,5 Goal",130,NG,138
14-12-2024,14:52:00,Olanda,Spagna,2-0,2,0,2024-12-14 14:52:00,230,1,"Under 2,5 Goal",130,NG,138
14-12-2024,14:46:00,Nigeria,Svizzera,2-0,2,0,2024-12-14 14:46:00,268,1,"Under 2,5 Goal",130,NG,139
14-12-2024,14:40:00,Croazia,Turchia,2-1,2,1,2024-12-14 14:40:00,213,1,"Over 2,5 Goal",252,GG,224
14-12-2024,14:34:00,Messico,Uruguay,1-0,1,0,2024-12-14 14:34:00,251,1,"Under 2,5 Goal",128,NG,137
14-12-2024,14:28:00,Portogallo,Spagna,2-2,2,2,2024-12-14 14:28:00,324,X,"Over 2,5 Goal",247,GG,221
14-12-2024,14:22:00,Svizzera,Uruguay,2-2,2,2,2024-12-14 14:22:00,318,X,"Over 2,5 Goal",251,GG,225
14-12-2024,14:16:00,Inghilterra,Italia,0-0,0,0,2024-12-14 14:16:00,325,X,"Under 2,5 Goal",130,NG,138
14-12-2024,14:10:00,Danimarca,Serbia,1-0,1,0,2024-12-14 14:10:00,215,1,"Under 2,5 Goal",128,NG,137
14-12-2024,14:04:00,Spagna,Uruguay,0-0,0,0,2024-12-14 14:04:00,326,X,"Under 2,5 Goal",130,NG,138
14-12-2024,13:58:00,Serbia,Svizzera,1-2,1,2,2024-12-14 13:58:00,221,2,"Over 2,5 Goal",251,GG,226
14-12-2024,13:52:00,Portogallo,Uruguay,0-1,0,1,2024-12-14 13:52:00,227,2,"Under 2,5 Goal",130,NG,138
14-12-2024,13:46:00,Olanda,Serbia,1-2,1,2,2024-12-14 13:46:00,265,2,"Over 2,5 Goal",247,GG,220
14-12-2024,13:40:00,Nigeria,Olanda,1-3,1,3,2024-12-14 13:40:00,198,2,"Over 2,5 Goal",248,GG,219
14-12-2024,13:34:00,Messico,Turchia,2-1,2,1,2024-12-14 13:34:00,222,1,"Over 2,5 Goal",247,GG,221
14-12-2024,13:28:00,Francia,Svizzera,0-3,0,3,2024-12-14 13:28:00,232,2,"Over 2,5 Goal",247,NG,138
14-12-2024,13:22:00,Colombia,Turchia,0-2,0,2,2024-12-14 13:22:00,191,2,"Under 2,5 Goal",128,NG,138
14-12-2024,13:16:00,Cile,Turchia,2-0,2,0,2024-12-14 13:16:00,216,1,"Under 2,5 Goal",128,NG,137
14-12-2024,13:10:00,Inghilterra,Portogallo,0-1,0,1,2024-12-14 13:10:00,232,2,"Under 2,5 Goal",130,NG,138
14-12-2024,13:04:00,Germania,Serbia,1-1,1,1,2024-12-14 13:04:00,312,X,"Under 2,5 Goal",130,GG,220
14-12-2024,12:58:00,Francia,Italia,2-0,2,0,2024-12-14 12:58:00,237,1,"Under 2,5 Goal",130,NG,138
14-12-2024,12:52:00,Danimarca,Francia,3-1,3,1,2024-12-14 12:52:00,226,1,"Over 2,5 Goal",247,GG,222
14-12-2024,12:46:00,Argentina,Germania,0-2,0,2,2024-12-14 12:46:00,224,2,"Under 2,5 Goal",130,NG,138
14-12-2024,12:40:00,Messico,Serbia,3-1,3,1,2024-12-14 12:40:00,223,1,"Over 2,5 Goal",247,GG,221
14-12-2024,12:34:00,Italia,Spagna,1-2,1,2,2024-12-14 12:34:00,223,2,"Over 2,5 Goal",247,GG,221
14-12-2024,12:28:00,Croazia,Olanda,2-1,2,1,2024-12-14 12:28:00,237,1,"Over 2,5 Goal",247,GG,221
14-12-2024,12:22:00,Colombia,Messico,1-0,1,0,2024-12-14 12:22:00,326,1,"Under 2,5 Goal",131,NG,140
14-12-2024,12:16:00,Cile,Inghilterra,0-2,0,2,2024-12-14 12:16:00,223,2,"Under 2,5 Goal",130,NG,138
14-12-2024,12:10:00,Germania,Nigeria,1-0,1,0,2024-12-14 12:10:00,198,1,"Under 2,5 Goal",129,NG,139
14-12-2024,12:04:00,Francia,Inghilterra,0-1,0,1,2024-12-14 12:04:00,221,2,"Under 2,5 Goal",129,NG,138
14-12-2024,11:58:00,Brasile,Spagna,0-1,0,1,2024-12-14 11:58:00,226,2,"Under 2,5 Goal",130,NG,138
14-12-2024,11:52:00,Belgio,Svizzera,1-1,1,1,2024-12-14 11:52:00,312,X,"Under 2,5 Goal",130,GG,220
14-12-2024,11:46:00,Argentina,Turchia,1-0,1,0,2024-12-14 11:46:00,214,1,"Under 2,5 Goal",128,NG,137
14-12-2024,11:40:00,Messico,Portogallo,1-2,1,2,2024-12-14 11:40:00,219,2,"Over 2,5 Goal",251,GG,225
14-12-2024,11:34:00,Italia,Olanda,1-1,1,1,2024-12-14 11:34:00,323,X,"Under 2,5 Goal",130,GG,221
14-12-2024,11:28:00,Inghilterra,Nigeria,1-2,1,2,2024-12-14 11:28:00,288,2,"Over 2,5 Goal",248,GG,219
14-12-2024,11:22:00,Germania,Italia,0-1,0,1,2024-12-14 11:22:00,237,2,"Under 2,5 Goal",130,NG,138
14-12-2024,11:16:00,Cile,Svizzera,2-0,2,0,2024-12-14 11:16:00,226,1,"Under 2,5 Goal",130,NG,138
14-12-2024,11:10:00,Brasile,Uruguay,0-0,0,0,2024-12-14 11:10:00,327,X,"Under 2,5 Goal",130,NG,138
14-12-2024,11:04:00,Colombia,Uruguay,0-1,0,1,2024-12-14 11:04:00,177,2,"Under 2,5 Goal",131,NG,140
14-12-2024,00:55:00,Danimarca,Nigeria,2-1,2,1,2024-12-14 00:55:00,203,1,"Over 2,5 Goal",247,GG,219
14-12-2024,00:50:00,Francia,Germania,0-0,0,0,2024-12-14 00:50:00,319,X,"Under 2,5 Goal",129,NG,136
14-12-2024,00:45:00,Svizzera,Turchia,1-0,1,0,2024-12-14 00:45:00,220,1,"Under 2,5 Goal",129,NG,136
14-12-2024,00:40:00,Messico,Nigeria,2-1,2,1,2024-12-14 00:40:00,210,1,"Over 2,5 Goal",247,GG,220
14-12-2024,00:35:00,Croazia,Danimarca,1-0,1,0,2024-12-14 00:35:00,228,1,"Under 2,5 Goal",130,NG,138
14-12-2024,00:30:00,Italia,Messico,0-2,0,2,2024-12-14 00:30:00,244,2,"Under 2,5 Goal",129,NG,136
14-12-2024,00:25:00,Colombia,Croazia,0-1,0,1,2024-12-14 00:25:00,179,2,"Under 2,5 Goal",131,NG,140
14-12-2024,00:20:00,Germania,Inghilterra,0-1,0,1,2024-12-14 00:20:00,231,2,"Under 2,5 Goal",130,NG,138
14-12-2024,00:15:00,Brasile,Cile,1-1,1,1,2024-12-14 00:15:00,322,X,"Under 2,5 Goal",130,GG,221
14-12-2024,00:10:00,Turchia,Uruguay,0-0,0,0,2024-12-14 00:10:00,312,X,"Under 2,5 Goal",130,NG,139
14-12-2024,00:05:00,Argentina,Belgio,1-1,1,1,2024-12-14 00:05:00,309,X,"Under 2,5 Goal",129,GG,219
13-12-2024,23:55:00,Croazia,Portogallo,1-1,1,1,2024-12-13 23:55:00,328,X,"Under 2,5 Goal",130,GG,222
13-12-2024,23:50:00,Colombia,Serbia,1-2,1,2,2024-12-13 23:50:00,190,2,"Over 2,5 Goal",254,GG,221
13-12-2024,23:45:00,Cile,Germania,1-1,1,1,2024-12-13 23:45:00,321,X,"Under 2,5 Goal",129,GG,221
13-12-2024,23:40:00,Cile,Nigeria,0-2,0,2,2024-12-13 23:40:00,274,2,"Under 2,5 Goal",129,NG,139
13-12-2024,23:35:00,Brasile,Serbia,1-0,1,0,2024-12-13 23:35:00,211,1,"Under 2,5 Goal",130,NG,138
13-12-2024,23:30:00,Argentina,Svizzera,2-2,2,2,2024-12-13 23:30:00,322,X,"Over 2,5 Goal",247,GG,221
13-12-2024,23:25:00,Belgio,Olanda,0-1,0,1,2024-12-13 23:25:00,200,2,"Under 2,5 Goal",129,NG,139
13-12-2024,23:20:00,Serbia,Uruguay,1-0,1,0,2024-12-13 23:20:00,263,1,"Under 2,5 Goal",130,NG,139
13-12-2024,23:15:00,Colombia,Svizzera,0-2,0,2,2024-12-13 23:15:00,184,2,"Under 2,5 Goal",131,NG,140
13-12-2024,23:10:00,Brasile,Messico,1-0,1,0,2024-12-13 23:10:00,218,1,"Under 2,5 Goal",129,NG,137
13-12-2024,23:05:00,Belgio,Croazia,1-0,1,0,2024-12-13 23:05:00,278,1,"Under 2,5 Goal",129,NG,139
13-12-2024,23:00:00,Francia,Nigeria,1-1,1,1,2024-12-13 23:00:00,310,X,"Under 2,5 Goal",130,GG,219
13-12-2024,22:55:00,Olanda,Uruguay,0-3,0,3,2024-12-13 22:55:00,231,2,"Over 2,5 Goal",246,NG,138
13-12-2024,22:50:00,Argentina,Spagna,0-0,0,0,2024-12-13 22:50:00,322,X,"Under 2,5 Goal",130,NG,138
13-12-2024,22:45:00,Croazia,Serbia,1-2,1,2,2024-12-13 22:45:00,257,2,"Over 2,5 Goal",251,GG,225
13-12-2024,22:40:00,Danimarca,Turchia,0-0,0,0,2024-12-13 22:40:00,315,X,"Under 2,5 Goal",128,NG,137
13-12-2024,22:35:00,Cile,Portogallo,0-4,0,4,2024-12-13 22:35:00,225,2,"Over 2,5 Goal",247,NG,138
13-12-2024,22:30:00,Brasile,Colombia,0-1,0,1,2024-12-13 22:30:00,353,2,"Under 2,5 Goal",131,NG,140
13-12-2024,22:25:00,Belgio,Portogallo,2-0,2,0,2024-12-13 22:25:00,279,1,"Under 2,5 Goal",129,NG,139
13-12-2024,22:20:00,Argentina,Nigeria,2-2,2,2,2024-12-13 22:20:00,308,X,"Over 2,5 Goal",248,GG,219
13-12-2024,22:15:00,Francia,Messico,4-0,4,0,2024-12-13 22:15:00,225,1,"Over 2,5 Goal",247,NG,138
13-12-2024,22:10:00,Inghilterra,Uruguay,0-1,0,1,2024-12-13 22:10:00,229,2,"Under 2,5 Goal",130,NG,138
13-12-2024,22:05:00,Croazia,Italia,0-2,0,2,2024-12-13 22:05:00,230,2,"Under 2,5 Goal",130,NG,138
13-12-2024,22:00:00,Colombia,Nigeria,0-3,0,3,2024-12-13 22:00:00,201,2,"Over 2,5 Goal",248,NG,139
13-12-2024,21:55:00,Serbia,Spagna,1-0,1,0,2024-12-13 21:55:00,267,1,"Under 2,5 Goal",130,NG,139
13-12-2024,21:50:00,Olanda,Turchia,0-3,0,3,2024-12-13 21:50:00,267,2,"Over 2,5 Goal",247,NG,139
13-12-2024,21:45:00,Germania,Svizzera,2-0,2,0,2024-12-13 21:45:00,218,1,"Under 2,5 Goal",129,NG,137
13-12-2024,21:40:00,Francia,Serbia,2-1,2,1,2024-12-13 21:40:00,218,1,"Over 2,5 Goal",251,GG,225
13-12-2024,21:35:00,Belgio,Italia,0-1,0,1,2024-12-13 21:35:00,204,2,"Under 2,5 Goal",129,NG,139
13-12-2024,21:30:00,Colombia,Francia,0-3,0,3,2024-12-13 21:30:00,183,2,"Over 2,5 Goal",242,NG,140
13-12-2024,21:25:00,Danimarca,Portogallo,0-0,0,0,2024-12-13 21:25:00,326,X,"Under 2,5 Goal",130,NG,138
13-12-2024,21:20:00,Brasile,Germania,2-0,2,0,2024-12-13 21:20:00,232,1,"Under 2,5 Goal",130,NG,138
13-12-2024,21:15:00,Argentina,Croazia,2-0,2,0,2024-12-13 21:15:00,231,1,"Under 2,5 Goal",130,NG,138
13-12-2024,21:10:00,Nigeria,Turchia,0-1,0,1,2024-12-13 21:10:00,217,2,"Under 2,5 Goal",128,NG,137
13-12-2024,21:05:00,Croazia,Francia,0-2,0,2,2024-12-13 21:05:00,238,2,"Under 2,5 Goal",130,NG,138
13-12-2024,21:00:00,Colombia,Danimarca,1-2,1,2,2024-12-13 21:00:00,180,2,"Over 2,5 Goal",242,GG,217
13-12-2024,20:55:00,Nigeria,Spagna,2-2,2,2,2024-12-13 20:55:00,305,X,"Over 2,5 Goal",248,GG,219
13-12-2024,20:50:00,Brasile,Olanda,1-1,1,1,2024-12-13 20:50:00,326,X,"Under 2,5 Goal",130,GG,222
13-12-2024,20:45:00,Argentina,Inghilterra,1-2,1,2,2024-12-13 20:45:00,225,2,"Over 2,5 Goal",247,GG,222
13-12-2024,20:40:00,Nigeria,Portogallo,0-1,0,1,2024-12-13 20:40:00,201,2,"Under 2,5 Goal",129,NG,139
13-12-2024,20:35:00,Inghilterra,Svizzera,0-2,0,2,2024-12-13 20:35:00,246,2,"Under 2,5 Goal",129,NG,136
13-12-2024,20:30:00,Germania,Turchia,0-0,0,0,2024-12-13 20:30:00,311,X,"Under 2,5 Goal",130,NG,139
13-12-2024,20:25:00,Argentina,Francia,1-0,1,0,2024-12-13 20:25:00,225,1,"Under 2,5 Goal",130,NG,138
13-12-2024,20:20:00,Croazia,Germania,1-2,1,2,2024-12-13 20:20:00,225,2,"Over 2,5 Goal",247,GG,222
13-12-2024,20:15:00,Colombia,Inghilterra,0-2,0,2,2024-12-13 20:15:00,177,2,"Under 2,5 Goal",131,NG,140
13-12-2024,20:10:00,Belgio,Brasile,0-1,0,1,2024-12-13 20:10:00,202,2,"Under 2,5 Goal",129,NG,139
13-12-2024,20:05:00,Argentina,Cile,0-2,0,2,2024-12-13 20:05:00,233,2,"Under 2,5 Goal",130,NG,138
13-12-2024,20:00:00,Portogallo,Turchia,0-3,0,3,2024-12-13 20:00:00,260,2,"Over 2,5 Goal",252,NG,137
13-12-2024,19:55:00,Nigeria,Serbia,0-2,0,2,2024-12-13 19:55:00,216,2,"Under 2,5 Goal",128,NG,137
13-12-2024,19:50:00,Inghilterra,Spagna,2-1,2,1,2024-12-13 19:50:00,233,1,"Over 2,5 Goal",247,GG,222
13-12-2024,19:45:00,Germania,Olanda,2-0,2,0,2024-12-13 19:45:00,230,1,"Under 2,5 Goal",130,NG,138
13-12-2024,19:40:00,Francia,Portogallo,2-0,2,0,2024-12-13 19:40:00,239,1,"Under 2,5 Goal",130,NG,138
13-12-2024,19:35:00,Danimarca,Inghilterra,1-0,1,0,2024-12-13 19:35:00,237,1,"Under 2,5 Goal",130,NG,138
13-12-2024,19:30:00,Danimarca,Italia,1-3,1,3,2024-12-13 19:30:00,228,2,"Over 2,5 Goal",246,GG,222
13-12-2024,19:25:00,Argentina,Messico,0-2,0,2,2024-12-13 19:25:00,243,2,"Under 2,5 Goal",129,NG,136
13-12-2024,19:20:00,Cile,Italia,0-1,0,1,2024-12-13 19:20:00,226,2,"Under 2,5 Goal",130,NG,138
13-12-2024,19:15:00,Brasile,Svizzera,0-2,0,2,2024-12-13 19:15:00,245,2,"Under 2,5 Goal",129,NG,136
13-12-2024,19:10:00,Francia,Uruguay,1-2,1,2,2024-12-13 19:10:00,221,2,"Over 2,5 Goal",251,GG,226
13-12-2024,19:05:00,Germania,Portogallo,0-0,0,0,2024-12-13 19:05:00,325,X,"Under 2,5 Goal",130,NG,138
13-12-2024,19:00:00,Inghilterra,Turchia,0-0,0,0,2024-12-13 19:00:00,312,X,"Under 2,5 Goal",130,NG,139
13-12-2024,18:55:00,Spagna,Svizzera,1-1,1,1,2024-12-13 18:55:00,317,X,"Under 2,5 Goal",128,GG,225
13-12-2024,18:50:00,Croazia,Nigeria,1-1,1,1,2024-12-13 18:50:00,307,X,"Under 2,5 Goal",129,GG,219
13-12-2024,18:45:00,Colombia,Olanda,0-2,0,2,2024-12-13 18:45:00,176,2,"Under 2,5 Goal",131,NG,140
13-12-2024,18:40:00,Italia,Serbia,0-2,0,2,2024-12-13 18:40:00,256,2,"Under 2,5 Goal",128,NG,137
13-12-2024,18:35:00,Inghilterra,Serbia,3-0,3,0,2024-12-13 18:35:00,211,1,"Over 2,5 Goal",247,NG,139
13-12-2024,18:30:00,Messico,Svizzera,1-0,1,0,2024-12-13 18:30:00,232,1,"Under 2,5 Goal",130,NG,138
13-12-2024,18:25:00,Italia,Nigeria,2-2,2,2,2024-12-13 18:25:00,307,X,"Over 2,5 Goal",248,GG,219
13-12-2024,18:20:00,Messico,Olanda,0-4,0,4,2024-12-13 18:20:00,215,2,"Over 2,5 Goal",251,NG,137
13-12-2024,18:15:00,Italia,Svizzera,3-0,3,0,2024-12-13 18:15:00,222,1,"Over 2,5 Goal",247,NG,138
13-12-2024,18:10:00,Inghilterra,Olanda,0-2,0,2,2024-12-13 18:10:00,228,2,"Under 2,5 Goal",130,NG,138
13-12-2024,18:05:00,Francia,Turchia,1-0,1,0,2024-12-13 18:05:00,218,1,"Under 2,5 Goal",129,NG,137
13-12-2024,18:00:00,Belgio,Spagna,2-1,2,1,2024-12-13 18:00:00,288,1,"Over 2,5 Goal",248,GG,219
13-12-2024,17:55:00,Brasile,Italia,0-2,0,2,2024-12-13 17:55:00,233,2,"Under 2,5 Goal",130,NG,138
13-12-2024,17:50:00,Brasile,Portogallo,2-1,2,1,2024-12-13 17:50:00,228,1,"Over 2,5 Goal",246,GG,222
13-12-2024,17:45:00,Argentina,Uruguay,0-1,0,1,2024-12-13 17:45:00,225,2,"Under 2,5 Goal",130,NG,138
13-12-2024,17:40:00,Germania,Spagna,1-0,1,0,2024-12-13 17:40:00,231,1,"Under 2,5 Goal",130,NG,138
13-12-2024,17:35:00,Nigeria,Uruguay,1-1,1,1,2024-12-13 17:35:00,306,X,"Under 2,5 Goal",129,GG,219
13-12-2024,17:30:00,Portogallo,Serbia,0-0,0,0,2024-12-13 17:30:00,314,X,"Under 2,5 Goal",128,NG,137
13-12-2024,17:25:00,Olanda,Svizzera,0-0,0,0,2024-12-13 17:25:00,317,X,"Under 2,5 Goal",129,NG,137
13-12-2024,17:20:00,Colombia,Italia,1-0,1,0,2024-12-13 17:20:00,347,1,"Under 2,5 Goal",131,NG,140
13-12-2024,17:15:00,Argentina,Olanda,0-1,0,1,2024-12-13 17:15:00,223,2,"Under 2,5 Goal",130,NG,138
13-12-2024,17:10:00,Brasile,Francia,2-1,2,1,2024-12-13 17:10:00,222,1,"Over 2,5 Goal",247,GG,221
13-12-2024,17:05:00,Italia,Uruguay,2-1,2,1,2024-12-13 17:05:00,236,1,"Over 2,5 Goal",247,GG,222
13-12-2024,17:00:00,Spagna,Turchia,1-1,1,1,2024-12-13 17:00:00,311,X,"Under 2,5 Goal",130,GG,220
13-12-2024,16:55:00,Francia,Spagna,1-3,1,3,2024-12-13 16:55:00,219,2,"Over 2,5 Goal",251,GG,225
13-12-2024,16:50:00,Danimarca,Olanda,0-2,0,2,2024-12-13 16:50:00,223,2,"Under 2,5 Goal",130,NG,138
13-12-2024,16:45:00,Italia,Portogallo,1-1,1,1,2024-12-13 16:45:00,327,X,"Under 2,5 Goal",130,GG,222
13-12-2024,16:40:00,Germania,Messico,1-0,1,0,2024-12-13 16:40:00,216,1,"Under 2,5 Goal",128,NG,137
13-12-2024,16:34:00,Croazia,Inghilterra,0-3,0,3,2024-12-13 16:34:00,227,2,"Over 2,5 Goal",247,NG,138
13-12-2024,16:28:00,Colombia,Spagna,0-1,0,1,2024-12-13 16:28:00,176,2,"Under 2,5 Goal",131,NG,140
13-12-2024,16:22:00,Cile,Olanda,0-0,0,0,2024-12-13 16:22:00,320,X,"Under 2,5 Goal",129,NG,136
13-12-2024,16:16:00,Brasile,Nigeria,2-0,2,0,2024-12-13 16:16:00,200,1,"Under 2,5 Goal",129,NG,139
13-12-2024,16:10:00,Belgio,Uruguay,0-0,0,0,2024-12-13 16:10:00,307,X,"Under 2,5 Goal",129,NG,139
13-12-2024,16:04:00,Argentina,Italia,1-1,1,1,2024-12-13 16:04:00,328,X,"Under 2,5 Goal",130,GG,222
13-12-2024,15:58:00,Portogallo,Svizzera,0-0,0,0,2024-12-13 15:58:00,320,X,"Under 2,5 Goal",129,NG,138
13-12-2024,15:52:00,Olanda,Portogallo,2-1,2,1,2024-12-13 15:52:00,226,1,"Over 2,5 Goal",247,GG,222
13-12-2024,15:46:00,Messico,Spagna,3-1,3,1,2024-12-13 15:46:00,254,1,"Over 2,5 Goal",251,GG,225
13-12-2024,15:40:00,Italia,Turchia,3-1,3,1,2024-12-13 15:40:00,213,1,"Over 2,5 Goal",251,GG,225
13-12-2024,15:34:00,Inghilterra,Messico,1-0,1,0,2024-12-13 15:34:00,217,1,"Under 2,5 Goal",129,NG,137
13-12-2024,15:28:00,Francia,Olanda,1-2,1,2,2024-12-13 15:28:00,219,2,"Over 2,5 Goal",251,GG,225
13-12-2024,15:22:00,Danimarca,Germania,0-3,0,3,2024-12-13 15:22:00,223,2,"Over 2,5 Goal",247,NG,138
13-12-2024,15:16:00,Croazia,Spagna,1-1,1,1,2024-12-13 15:16:00,323,X,"Under 2,5 Goal",130,GG,221
13-12-2024,15:10:00,Cile,Francia,0-1,0,1,2024-12-13 15:10:00,231,2,"Under 2,5 Goal",130,NG,138
13-12-2024,15:04:00,Belgio,Colombia,1-0,1,0,2024-12-13 15:04:00,199,1,"Under 2,5 Goal",129,NG,139
